Port,Year,Week,"Commercial Market","Commercial Size Class"," Median Waiting Time Off Port Limits","Waiting Time Off Port Limits Confidence Score ","Median Time At Port","Time At Port Confidence Score","Median Waiting Time Off Port Limits  Standard Deviation ","Time At Port Standard Deviation","Median Waiting Time Off Port Limits Difference (week-to-week)","Waiting Time Off Port Limits  % Difference (week-to-week)","Time At Port Difference (week-to-week)","Time At Port % Difference (week-to-week)","Number Of Calls","Number Of Vessels","Port Country",Unlocode
Merak,2022,9,ALL,ALL,0.5,HIGH,0.0,HIGH,1.5,0.6,0.1,25.0,0.0,0.0,630,92,Indonesia,IDMRK
"Mekar putih",2022,9,ALL,ALL,2.9,LOW,4.9,LOW,3.7,3.0,1.8,163.6,3.6,276.9,2,2,Indonesia,
Maumere,2022,9,ALL,ALL,,MEDIUM,0.9,MEDIUM,,0.5,,0.0,-0.8,-47.1,3,3,Indonesia,IDMOF
Manokwari,2022,9,ALL,ALL,0.3,LOW,0.6,LOW,0.1,0.2,0.2,200.0,-0.3,-33.3,5,5,Indonesia,IDMKW
Mangkasa,2022,9,ALL,ALL,0.3,MEDIUM,1.1,MEDIUM,,,,,-10.1,-90.2,1,1,Indonesia,
Manggis,2022,9,ALL,ALL,2.3,LOW,1.4,LOW,1.3,5.7,1.2,109.1,0.2,16.7,8,6,Indonesia,IDMGB
Malahayati,2022,9,ALL,ALL,0.6,LOW,2.1,LOW,,,-0.3,-33.3,0.9,75.0,1,1,Indonesia,
Makassar,2022,9,ALL,ALL,0.7,HIGH,0.9,HIGH,2.6,1.8,0.1,16.7,0.1,12.5,42,40,Indonesia,IDMAK
Luwuk,2022,9,ALL,ALL,,LOW,3.8,LOW,,1.7,,,2.7,245.4,3,3,Indonesia,IDLUW
"Lubuk gaung",2022,9,ALL,ALL,1.3,HIGH,1.5,HIGH,2.3,1.1,0.7,116.7,-0.4,-21.1,25,21,Indonesia,
Lewoleba,2022,9,ALL,ALL,0.1,MEDIUM,1.1,MEDIUM,0.1,1.4,,,-1.5,-57.7,2,1,Indonesia,IDLWE
Lembar,2022,9,ALL,ALL,0.8,MEDIUM,0.2,MEDIUM,1.2,2.5,-0.2,-20.0,0.0,0.0,72,21,Indonesia,IDLBR
"Lawe lawe",2022,9,ALL,ALL,0.5,LOW,1.0,LOW,,,-1.4,-73.7,-0.6,-37.5,1,1,Indonesia,IDLLA
Labuanabajo,2022,9,ALL,ALL,,MEDIUM,3.4,MEDIUM,,4.7,,,1.7,100.0,2,2,Indonesia,IDLBJ
Kupang,2022,9,ALL,ALL,1.2,LOW,1.4,LOW,6.4,16.5,0.4,50.0,-0.6,-30.0,22,15,Indonesia,IDKOE
Kumai,2022,9,ALL,ALL,1.5,LOW,2.0,LOW,,6.1,,,1.3,185.7,9,7,Indonesia,IDKUM
"Krueng geukueh",2022,9,ALL,ALL,0.8,LOW,2.6,LOW,0.7,3.5,0.5,166.7,1.1,73.3,5,5,Indonesia,IDKGH
Kotabaru,2022,9,ALL,ALL,2.2,MEDIUM,1.0,MEDIUM,1.6,1.3,1.7,340.0,0.0,0.0,5,5,Indonesia,IDKBU
Kolaka,2022,9,ALL,ALL,0.3,LOW,0.5,LOW,,0.9,0.2,200.0,-0.3,-37.5,11,7,Indonesia,IDKOL
Kijang,2022,9,ALL,ALL,0.3,MEDIUM,0.6,MEDIUM,0.0,0.1,0.1,50.0,-0.2,-25.0,4,4,Indonesia,IDKIJ
Ketapang,2022,9,ALL,ALL,0.0,MEDIUM,0.0,MEDIUM,1.6,0.5,-0.1,-100.0,0.0,0.0,547,30,Indonesia,IDKTG
Kariangau,2022,9,ALL,ALL,0.0,LOW,0.7,LOW,3.6,2.2,-0.1,-100.0,-0.5,-41.7,189,33,Indonesia,IDKRG
Kalbut,2022,9,ALL,ALL,,LOW,2.0,LOW,,1.4,,0.0,0.7,53.9,18,17,Indonesia,IDKSO
Kalabahi,2022,9,ALL,ALL,,MEDIUM,0.3,MEDIUM,,0.1,,,-1.0,-76.9,2,2,Indonesia,IDKBH
Kabil,2022,9,ALL,ALL,1.2,HIGH,0.1,HIGH,3.2,2.7,-0.3,-20.0,0.0,0.0,56,16,Indonesia,IDKAB
Jayapura,2022,9,ALL,ALL,0.3,LOW,1.7,LOW,4.6,6.0,-0.7,-70.0,0.6,54.5,9,8,Indonesia,IDDJJ
Jakarta,2022,9,ALL,ALL,0.5,LOW,1.2,LOW,3.9,5.6,0.2,66.7,0.1,9.1,215,180,Indonesia,IDJKT
Gresik,2022,9,ALL,ALL,1.2,LOW,2.8,LOW,5.7,2.1,0.0,0.0,0.7,33.3,31,30,Indonesia,IDGRE
Gilimanuk,2022,9,ALL,ALL,0.0,MEDIUM,0.0,MEDIUM,0.0,0.0,,,0.0,0.0,482,19,Indonesia,IDGIL
Garongkong,2022,9,ALL,ALL,0.3,MEDIUM,2.7,MEDIUM,,,,,,,1,1,Indonesia,
Futong,2022,9,ALL,ALL,1.3,LOW,3.4,LOW,1.8,3.3,0.8,160.0,1.9,126.7,5,5,Indonesia,IDFTG
"Fak fak",2022,9,ALL,ALL,,MEDIUM,0.6,MEDIUM,,0.2,,,0.3,100.0,2,2,Indonesia,IDFKQ
Ende,2022,9,ALL,ALL,0.3,MEDIUM,0.6,MEDIUM,0.3,3.5,0.0,0.0,-0.3,-33.3,5,4,Indonesia,IDENE
Dumai,2022,9,ALL,ALL,1.1,LOW,1.3,LOW,5.7,2.5,-0.7,-38.9,-0.1,-7.1,25,25,Indonesia,IDDUM
Ciwandan,2022,9,ALL,ALL,0.3,LOW,1.2,LOW,0.8,1.9,0.0,0.0,0.2,20.0,24,23,Indonesia,IDCIW
Cirebon,2022,9,ALL,ALL,0.6,LOW,1.6,LOW,1.2,1.7,-0.5,-45.5,-1.4,-46.7,4,2,Indonesia,IDCBN
Cilegon,2022,9,ALL,ALL,2.9,MEDIUM,8.4,MEDIUM,,9.7,2.6,866.7,0.7,9.1,6,6,Indonesia,IDCGN
Cilacap,2022,9,ALL,ALL,1.3,LOW,1.4,LOW,2.1,1.8,0.4,44.4,-0.2,-12.5,21,20,Indonesia,IDCXP
Cigading,2022,9,ALL,ALL,0.9,LOW,3.6,LOW,5.9,2.5,0.5,125.0,-0.7,-16.3,10,10,Indonesia,IDCIG
Bunati,2022,9,ALL,ALL,1.0,HIGH,6.8,HIGH,,4.1,-12.0,-92.3,0.2,3.0,14,14,Indonesia,IDBUT
Bontang,2022,9,ALL,ALL,1.4,LOW,1.8,LOW,4.1,3.4,0.1,7.7,-0.1,-5.3,16,16,Indonesia,IDBXT
Bitung,2022,9,ALL,ALL,1.4,LOW,1.3,LOW,2.0,7.4,-0.9,-39.1,-1.3,-50.0,18,14,Indonesia,IDBIT
Benoa,2022,9,ALL,ALL,0.8,MEDIUM,1.1,MEDIUM,0.2,0.1,0.6,300.0,0.2,22.2,4,4,Indonesia,IDBOA
Bengkulu,2022,9,ALL,ALL,0.1,MEDIUM,3.8,MEDIUM,0.2,2.1,-0.2,-66.7,-1.6,-29.6,7,7,Indonesia,IDBKS
Benete,2022,9,ALL,ALL,0.8,MEDIUM,2.4,MEDIUM,,1.6,0.0,0.0,0.4,20.0,3,3,Indonesia,IDBEN
Belawan,2022,9,ALL,ALL,1.0,LOW,1.4,LOW,2.0,4.0,0.5,100.0,0.1,7.7,40,38,Indonesia,IDBLW
"Batu ampar",2022,9,ALL,ALL,1.2,LOW,1.5,LOW,2.7,14.4,0.7,140.0,0.9,150.0,32,21,Indonesia,IDBUR
Banjarmasin,2022,9,ALL,ALL,0.4,LOW,0.8,LOW,0.4,1.8,0.1,33.3,-0.2,-20.0,32,26,Indonesia,IDBDJ
"Banda aceh",2022,9,ALL,ALL,,LOW,0.1,LOW,,0.2,,,-0.1,-50.0,11,1,Indonesia,IDBTJ
Balikpapan,2022,9,ALL,ALL,2.5,LOW,1.6,LOW,4.2,1.0,1.5,150.0,0.0,0.0,34,31,Indonesia,IDBPN
Bakauheni,2022,9,ALL,ALL,0.0,HIGH,0.1,HIGH,0.6,0.4,0.0,0.0,0.0,0.0,561,48,Indonesia,IDTKG
Bajoe,2022,9,ALL,ALL,,LOW,1.9,LOW,,0.8,,,1.0,111.1,9,5,Indonesia,
Ampenan,2022,9,ALL,ALL,,LOW,0.5,LOW,,0.2,,,-0.3,-37.5,3,3,Indonesia,IDAMP
Ambon,2022,9,ALL,ALL,0.0,HIGH,1.2,HIGH,7.3,8.9,-4.1,-100.0,0.4,50.0,16,10,Indonesia,IDAMQ
Amamapare,2022,9,ALL,ALL,2.0,LOW,2.0,LOW,1.1,2.5,0.7,53.9,0.9,81.8,11,9,Indonesia,IDAMA
"Adang bay",2022,9,ALL,ALL,0.0,LOW,5.9,LOW,2.5,1.9,,,0.9,18.0,14,14,Indonesia,IDADB
Wayame,2022,8,ALL,ALL,2.5,HIGH,1.1,HIGH,4.8,8.3,1.3,108.3,0.0,0.0,15,15,Indonesia,
Waingapu,2022,8,ALL,ALL,0.4,MEDIUM,0.4,MEDIUM,,0.7,0.4,0.0,0.1,33.3,4,3,Indonesia,IDWGP
Tuban,2022,8,ALL,ALL,0.8,LOW,1.0,LOW,1.2,2.9,-0.8,-50.0,-0.1,-9.1,19,16,Indonesia,IDTBN
Tual,2022,8,ALL,ALL,1.0,LOW,1.4,LOW,0.6,4.9,-0.2,-16.7,0.7,100.0,12,9,Indonesia,IDTUA
Tolitoli,2022,8,ALL,ALL,,MEDIUM,2.3,MEDIUM,,,,,,,1,1,Indonesia,IDTLI
Ternate,2022,8,ALL,ALL,0.6,LOW,0.2,LOW,0.1,0.4,-4.9,-89.1,-0.7,-77.8,4,3,Indonesia,IDTTE
Telukbayur,2022,8,ALL,ALL,0.7,LOW,1.1,LOW,2.6,1.3,0.0,0.0,-0.5,-31.3,19,18,Indonesia,IDTBR
"Teluk semangka",2022,8,ALL,ALL,,LOW,0.0,LOW,,,,,-0.2,-100.0,1,1,Indonesia,IDSMB
Tarjun,2022,8,ALL,ALL,0.7,MEDIUM,3.0,MEDIUM,0.5,2.9,-4.3,-86.0,-0.3,-9.1,5,5,Indonesia,IDTAR
Tarakan,2022,8,ALL,ALL,0.2,MEDIUM,2.0,MEDIUM,,0.3,-0.4,-66.7,0.7,53.9,4,4,Indonesia,IDTRK
Tarahan,2022,8,ALL,ALL,0.6,LOW,1.1,LOW,0.5,3.8,0.0,0.0,0.8,266.7,12,9,Indonesia,IDTRH
"Tanjung uban",2022,8,ALL,ALL,1.6,HIGH,0.0,HIGH,1.3,3.2,0.6,60.0,0.0,0.0,53,15,Indonesia,IDITN
"Tanjung pemancingan",2022,8,ALL,ALL,2.3,MEDIUM,2.3,MEDIUM,,0.0,-9.7,-80.8,-0.5,-17.9,2,2,Indonesia,IDTPN
"Tanjung jati",2022,8,ALL,ALL,0.3,MEDIUM,3.4,MEDIUM,0.9,1.9,-1.0,-76.9,0.2,6.3,4,4,Indonesia,
"Tanjung bara",2022,8,ALL,ALL,2.1,LOW,1.0,LOW,16.2,2.0,-0.3,-12.5,0.2,25.0,7,7,Indonesia,IDTBA
Tangguh,2022,8,ALL,ALL,1.4,LOW,5.3,LOW,0.6,5.3,-4.5,-76.3,2.8,112.0,2,2,Indonesia,
Suralaya,2022,8,ALL,ALL,0.7,HIGH,0.9,HIGH,1.9,2.1,0.4,133.3,0.1,12.5,22,20,Indonesia,IDSRL
Surabaya,2022,8,ALL,ALL,0.8,LOW,0.6,LOW,3.1,4.4,-0.1,-11.1,-0.2,-25.0,270,155,Indonesia,IDSUB
"Sungai pakning",2022,8,ALL,ALL,3.0,MEDIUM,2.0,MEDIUM,3.5,1.1,2.2,275.0,-0.1,-4.8,3,3,Indonesia,IDSEQ
Sorong,2022,8,ALL,ALL,14.5,LOW,0.5,LOW,,0.6,,,-0.3,-37.5,3,3,Indonesia,IDSOQ
Sibolga,2022,8,ALL,ALL,0.3,MEDIUM,1.8,MEDIUM,0.2,0.1,-0.2,-40.0,-0.2,-10.0,2,2,Indonesia,IDSLG
Semarang,2022,8,ALL,ALL,0.5,MEDIUM,0.8,MEDIUM,2.5,2.2,0.3,150.0,0.0,0.0,38,31,Indonesia,IDSRG
Saumlaki,2022,8,ALL,ALL,0.0,MEDIUM,1.0,MEDIUM,,,0.0,0.0,0.3,42.9,1,1,Indonesia,IDSXK
Sampit,2022,8,ALL,ALL,0.7,HIGH,4.3,HIGH,1.3,8.6,0.3,75.0,-1.7,-28.3,20,19,Indonesia,IDSMQ
Samarinda,2022,8,ALL,ALL,0.3,LOW,1.4,LOW,0.3,5.9,-0.3,-50.0,0.5,55.6,19,18,Indonesia,IDSRI
Pontianak,2022,8,ALL,ALL,0.4,LOW,2.0,LOW,0.6,13.1,-0.1,-20.0,0.0,0.0,33,31,Indonesia,IDPNK
Pomalaa,2022,8,ALL,ALL,,LOW,3.5,LOW,,,,,-0.3,-7.9,1,1,Indonesia,IDPUM
Pomako,2022,8,ALL,ALL,0.9,LOW,1.1,LOW,0.3,2.7,-1.3,-59.1,0.0,0.0,5,5,Indonesia,IDPMK
Pekanbaru,2022,8,ALL,ALL,,LOW,5.1,LOW,,,,,-0.2,-3.8,1,1,Indonesia,IDPKU
Panjang,2022,8,ALL,ALL,0.5,LOW,1.2,LOW,22.1,1.9,-0.2,-28.6,-0.4,-25.0,23,22,Indonesia,IDPNJ
"Pangkalan susu",2022,8,ALL,ALL,0.8,MEDIUM,1.0,MEDIUM,0.1,1.6,-0.1,-11.1,0.0,0.0,3,1,Indonesia,IDPKS
Palopo,2022,8,ALL,ALL,,MEDIUM,3.4,MEDIUM,,2.9,,,2.2,183.3,3,3,Indonesia,IDPPO
Palembang,2022,8,ALL,ALL,0.7,HIGH,2.7,HIGH,0.5,1.9,-0.4,-36.4,0.1,3.9,29,27,Indonesia,IDPLM
Paiton,2022,8,ALL,ALL,0.8,MEDIUM,1.8,MEDIUM,4.5,0.5,-1.3,-61.9,-1.7,-48.6,3,3,Indonesia,IDPAI
Padangbai,2022,8,ALL,ALL,,HIGH,0.1,HIGH,,0.4,,0.0,0.0,0.0,49,13,Indonesia,
Muntok,2022,8,ALL,ALL,,LOW,48.0,LOW,,0.9,,,8.6,21.8,3,1,Indonesia,IDMUO
"Muara satui",2022,8,ALL,ALL,,MEDIUM,0.0,MEDIUM,,0.0,,,-3.2,-100.0,2,2,Indonesia,IDSTU
"Muara pantai",2022,8,ALL,ALL,,HIGH,5.5,HIGH,,1.3,,,1.4,34.1,12,11,Indonesia,IDMPN
"Migas lng batui",2022,8,ALL,ALL,,LOW,1.8,LOW,,0.4,,,-0.1,-5.3,3,3,Indonesia,
Meulaboh,2022,8,ALL,ALL,0.3,MEDIUM,0.9,MEDIUM,,0.3,0.3,0.0,-0.1,-10.0,2,2,Indonesia,IDMEQ
Merauke,2022,8,ALL,ALL,0.4,MEDIUM,2.0,MEDIUM,0.1,0.6,0.2,100.0,0.4,25.0,2,2,Indonesia,IDMKQ
Merak,2022,8,ALL,ALL,0.5,MEDIUM,0.0,MEDIUM,3.6,0.5,0.1,25.0,0.0,0.0,555,91,Indonesia,IDMRK
"Mekar putih",2022,8,ALL,ALL,,MEDIUM,1.6,MEDIUM,,0.5,,,0.3,23.1,3,3,Indonesia,
Maumere,2022,8,ALL,ALL,0.0,LOW,1.7,LOW,,,,,0.9,112.5,1,1,Indonesia,IDMOF
Manokwari,2022,8,ALL,ALL,0.1,MEDIUM,0.9,MEDIUM,,0.2,,,0.1,12.5,5,5,Indonesia,IDMKW
Manggis,2022,8,ALL,ALL,1.1,LOW,1.2,LOW,2.8,0.5,-0.5,-31.3,0.1,9.1,7,6,Indonesia,IDMGB
Malili,2022,8,ALL,ALL,,MEDIUM,2.8,MEDIUM,,,,,1.3,86.7,1,1,Indonesia,IDMLI
Malahayati,2022,8,ALL,ALL,0.9,MEDIUM,1.2,MEDIUM,0.7,2.1,-1.2,-57.1,-1.4,-53.9,6,4,Indonesia,
Makassar,2022,8,ALL,ALL,0.6,LOW,0.8,LOW,2.5,3.1,0.3,100.0,-0.1,-11.1,49,45,Indonesia,IDMAK
Luwuk,2022,8,ALL,ALL,,MEDIUM,1.1,MEDIUM,,2.5,,,-0.6,-35.3,6,5,Indonesia,IDLUW
"Lubuk tutung",2022,8,ALL,ALL,0.2,LOW,2.9,LOW,,,,,,,1,1,Indonesia,IDLTT
"Lubuk gaung",2022,8,ALL,ALL,0.6,LOW,1.9,LOW,1.3,1.1,0.3,100.0,0.6,46.1,26,22,Indonesia,
Lembar,2022,8,ALL,ALL,1.0,HIGH,0.2,HIGH,1.0,3.3,0.3,42.9,0.0,0.0,107,27,Indonesia,IDLBR
"Lawe lawe",2022,8,ALL,ALL,1.9,LOW,1.6,LOW,1.1,0.8,0.7,58.3,-0.2,-11.1,4,4,Indonesia,IDLLA
Labuanabajo,2022,8,ALL,ALL,,MEDIUM,1.7,MEDIUM,,5.1,,,-1.9,-52.8,3,2,Indonesia,IDLBJ
Kupang,2022,8,ALL,ALL,0.8,HIGH,2.0,HIGH,3.1,18.4,-0.5,-38.5,-0.2,-9.1,23,11,Indonesia,IDKOE
Kumai,2022,8,ALL,ALL,,LOW,0.7,LOW,,0.7,,,-0.2,-22.2,10,4,Indonesia,IDKUM
"Krueng geukueh",2022,8,ALL,ALL,1.4,LOW,1.2,LOW,0.8,0.6,-0.3,-17.6,-1.1,-47.8,6,5,Indonesia,IDKGH
Kotabaru,2022,8,ALL,ALL,0.5,MEDIUM,1.0,MEDIUM,,6.9,-1.8,-78.3,0.0,0.0,5,5,Indonesia,IDKBU
Kolaka,2022,8,ALL,ALL,0.1,LOW,0.8,LOW,,1.7,,,0.0,0.0,17,8,Indonesia,IDKOL
Kijang,2022,8,ALL,ALL,0.2,LOW,0.8,LOW,0.1,0.2,,,0.5,166.7,3,3,Indonesia,IDKIJ
Ketapang,2022,8,ALL,ALL,0.1,MEDIUM,0.0,MEDIUM,0.3,0.4,-0.2,-66.7,0.0,0.0,705,34,Indonesia,IDKTG
Kariangau,2022,8,ALL,ALL,0.1,LOW,1.2,LOW,2.6,4.7,0.0,0.0,-2.0,-62.5,237,34,Indonesia,IDKRG
Kalbut,2022,8,ALL,ALL,0.0,LOW,1.3,LOW,,1.5,,,-0.3,-18.8,15,15,Indonesia,IDKSO
Kalabahi,2022,8,ALL,ALL,1.4,MEDIUM,1.3,MEDIUM,0.8,2.0,,,1.0,333.3,4,3,Indonesia,IDKBH
Kabil,2022,8,ALL,ALL,1.5,HIGH,0.1,HIGH,1.0,2.6,0.6,66.7,0.0,0.0,56,13,Indonesia,IDKAB
Jayapura,2022,8,ALL,ALL,1.0,LOW,1.1,LOW,1.4,1.0,0.3,42.9,-0.1,-8.3,7,5,Indonesia,IDDJJ
Jakarta,2022,8,ALL,ALL,0.3,HIGH,1.1,HIGH,2.0,5.1,-0.1,-25.0,-0.1,-8.3,248,187,Indonesia,IDJKT
Gresik,2022,8,ALL,ALL,1.2,LOW,2.1,LOW,2.0,2.7,0.2,20.0,0.2,10.5,31,29,Indonesia,IDGRE
Gilimanuk,2022,8,ALL,ALL,,HIGH,0.0,HIGH,,0.1,,,0.0,0.0,649,19,Indonesia,IDGIL
Futong,2022,8,ALL,ALL,0.5,LOW,1.5,LOW,0.5,0.8,-1.5,-75.0,-1.0,-40.0,4,4,Indonesia,IDFTG
Ende,2022,8,ALL,ALL,0.3,MEDIUM,0.9,MEDIUM,0.1,0.6,0.1,50.0,0.4,80.0,2,2,Indonesia,IDENE
Dumai,2022,8,ALL,ALL,1.8,LOW,1.4,LOW,3.2,2.0,0.6,50.0,-0.2,-12.5,26,21,Indonesia,IDDUM
Ciwandan,2022,8,ALL,ALL,0.3,MEDIUM,1.0,MEDIUM,1.6,2.0,-0.9,-75.0,-0.1,-9.1,22,21,Indonesia,IDCIW
Cirebon,2022,8,ALL,ALL,1.1,MEDIUM,3.0,MEDIUM,1.8,8.1,0.0,0.0,1.1,57.9,8,8,Indonesia,IDCBN
Cilegon,2022,8,ALL,ALL,0.5,HIGH,4.4,HIGH,3.8,8.0,0.0,0.0,-4.7,-51.6,12,12,Indonesia,IDCGN
Cilacap,2022,8,ALL,ALL,0.9,LOW,1.6,LOW,5.2,1.3,-1.3,-59.1,-0.5,-23.8,16,15,Indonesia,IDCXP
Cigading,2022,8,ALL,ALL,1.8,HIGH,4.6,HIGH,1.9,2.6,0.5,38.5,-1.1,-19.3,13,13,Indonesia,IDCIG
"Celukan bawang",2022,8,ALL,ALL,10.6,LOW,14.1,LOW,,,-12.3,-53.7,13.7,3425.0,1,1,Indonesia,IDCEB
Bunati,2022,8,ALL,ALL,0.0,HIGH,6.5,HIGH,0.1,2.5,0.0,0.0,-0.5,-7.1,13,13,Indonesia,IDBUT
Bontang,2022,8,ALL,ALL,2.0,LOW,2.8,LOW,3.1,11.2,1.2,150.0,0.8,40.0,26,24,Indonesia,IDBXT
Bitung,2022,8,ALL,ALL,1.1,LOW,1.4,LOW,4.2,1.1,-1.2,-52.2,-1.2,-46.1,20,18,Indonesia,IDBIT
Biringkassi,2022,8,ALL,ALL,,LOW,1.0,LOW,,,,,-2.8,-73.7,1,1,Indonesia,IDBIR
Benoa,2022,8,ALL,ALL,0.1,MEDIUM,1.2,MEDIUM,,0.2,0.1,0.0,-0.4,-25.0,3,3,Indonesia,IDBOA
Bengkulu,2022,8,ALL,ALL,0.3,LOW,5.4,LOW,0.5,2.9,0.1,50.0,3.4,170.0,9,9,Indonesia,IDBKS
Benete,2022,8,ALL,ALL,0.8,MEDIUM,2.0,MEDIUM,0.1,0.7,0.7,700.0,0.6,42.9,2,2,Indonesia,IDBEN
Belawan,2022,8,ALL,ALL,0.5,LOW,1.3,LOW,1.3,3.1,-0.3,-37.5,-0.1,-7.1,42,41,Indonesia,IDBLW
"Batu ampar",2022,8,ALL,ALL,0.4,LOW,1.2,LOW,1.1,10.4,,,,,41,24,Indonesia,IDBUR
Banjarmasin,2022,8,ALL,ALL,0.3,LOW,1.0,LOW,0.8,3.0,0.0,0.0,0.2,25.0,48,40,Indonesia,IDBDJ
"Banda aceh",2022,8,ALL,ALL,,HIGH,0.2,HIGH,,0.3,,,0.0,0.0,11,1,Indonesia,IDBTJ
Balikpapan,2022,8,ALL,ALL,1.0,LOW,1.6,LOW,4.0,2.3,-0.5,-33.3,0.5,45.5,32,28,Indonesia,IDBPN
Bakauheni,2022,8,ALL,ALL,0.0,MEDIUM,0.1,MEDIUM,1.5,0.6,0.0,0.0,0.0,0.0,506,50,Indonesia,IDTKG
Bajoe,2022,8,ALL,ALL,,LOW,0.9,LOW,,1.2,,,0.0,0.0,9,5,Indonesia,
Ampenan,2022,8,ALL,ALL,0.3,LOW,0.8,LOW,,0.5,0.0,0.0,-0.1,-11.1,3,3,Indonesia,IDAMP
Ambon,2022,8,ALL,ALL,0.8,LOW,1.6,LOW,1.1,9.4,0.8,0.0,1.0,166.7,7,6,Indonesia,IDAMQ
Amamapare,2022,8,ALL,ALL,1.3,LOW,1.1,LOW,3.1,0.8,0.1,8.3,-0.9,-45.0,10,8,Indonesia,IDAMA
"Adang bay",2022,8,ALL,ALL,,MEDIUM,5.0,MEDIUM,,1.4,,0.0,1.4,38.9,9,9,Indonesia,IDADB
Wayame,2022,7,ALL,ALL,1.8,LOW,1.8,LOW,4.6,1.2,0.6,50.0,0.7,63.6,14,13,Indonesia,
Waingapu,2022,7,ALL,ALL,0.0,MEDIUM,0.3,MEDIUM,,0.8,-0.5,-100.0,0.0,0.0,4,4,Indonesia,IDWGP
Tuban,2022,7,ALL,ALL,2.0,LOW,1.4,LOW,3.1,1.4,0.4,25.0,0.3,27.3,14,13,Indonesia,IDTBN
Tual,2022,7,ALL,ALL,1.2,LOW,0.7,LOW,1.6,0.7,0.4,50.0,-0.2,-22.2,11,9,Indonesia,IDTUA
Tolitoli,2022,7,ALL,ALL,,LOW,1.6,LOW,,,,,-1.4,-46.7,1,1,Indonesia,IDTLI
Ternate,2022,7,ALL,ALL,5.5,HIGH,0.9,HIGH,0.0,0.9,,,0.8,800.0,11,5,Indonesia,IDTTE
Telukbayur,2022,7,ALL,ALL,0.7,LOW,1.6,LOW,1.9,3.9,0.0,0.0,0.3,23.1,18,18,Indonesia,IDTBR
Tarjun,2022,7,ALL,ALL,5.0,MEDIUM,3.3,MEDIUM,5.6,1.6,0.7,16.3,0.3,10.0,4,4,Indonesia,IDTAR
Tarakan,2022,7,ALL,ALL,0.6,LOW,1.3,LOW,0.4,0.1,-0.1,-14.3,-1.3,-50.0,2,2,Indonesia,IDTRK
Tarahan,2022,7,ALL,ALL,0.5,HIGH,0.4,HIGH,0.4,9.7,-1.3,-72.2,-1.1,-73.3,11,8,Indonesia,IDTRH
"Tanjung uban",2022,7,ALL,ALL,1.0,LOW,0.0,LOW,1.3,2.8,-0.3,-23.1,0.0,0.0,54,14,Indonesia,IDITN
"Tanjung pemancingan",2022,7,ALL,ALL,1.0,LOW,2.0,LOW,,1.3,-10.9,-91.6,0.2,11.1,2,2,Indonesia,IDTPN
"Tanjung jati",2022,7,ALL,ALL,1.3,MEDIUM,3.2,MEDIUM,0.8,0.2,-1.2,-48.0,0.1,3.2,3,3,Indonesia,
"Tanjung bara",2022,7,ALL,ALL,2.4,LOW,0.8,LOW,20.3,2.6,1.5,166.7,-0.1,-11.1,9,9,Indonesia,IDTBA
Tangguh,2022,7,ALL,ALL,,MEDIUM,1.4,MEDIUM,,,,,0.0,0.0,1,1,Indonesia,
Suralaya,2022,7,ALL,ALL,0.3,LOW,0.8,LOW,1.7,1.4,-0.1,-25.0,-0.2,-20.0,20,15,Indonesia,IDSRL
Surabaya,2022,7,ALL,ALL,0.9,HIGH,0.8,HIGH,2.2,4.4,0.2,28.6,0.0,0.0,200,140,Indonesia,IDSUB
"Sungai pakning",2022,7,ALL,ALL,0.8,LOW,2.1,LOW,1.3,0.6,0.2,33.3,0.3,16.7,3,3,Indonesia,IDSEQ
Sorong,2022,7,ALL,ALL,,MEDIUM,0.8,MEDIUM,,0.4,,,-0.2,-20.0,3,3,Indonesia,IDSOQ
Sibolga,2022,7,ALL,ALL,,LOW,1.9,LOW,,,,,-0.1,-5.0,1,1,Indonesia,IDSLG
Semarang,2022,7,ALL,ALL,0.2,HIGH,0.8,HIGH,0.8,1.9,0.0,0.0,-0.2,-20.0,40,36,Indonesia,IDSRG
Saumlaki,2022,7,ALL,ALL,0.0,MEDIUM,0.7,MEDIUM,0.0,0.2,-0.1,-100.0,-0.3,-30.0,3,2,Indonesia,IDSXK
Sampit,2022,7,ALL,ALL,0.4,LOW,6.0,LOW,0.9,6.0,-0.2,-33.3,4.1,215.8,17,16,Indonesia,IDSMQ
Samarinda,2022,7,ALL,ALL,0.6,LOW,0.9,LOW,0.4,1.2,-0.5,-45.5,-0.1,-10.0,13,13,Indonesia,IDSRI
Sabang,2022,7,ALL,ALL,,MEDIUM,1.0,MEDIUM,,,,,0.4,66.7,1,1,Indonesia,IDSBG
Pontianak,2022,7,ALL,ALL,0.5,HIGH,2.0,HIGH,0.3,10.4,0.0,0.0,0.2,11.1,32,29,Indonesia,IDPNK
Pomalaa,2022,7,ALL,ALL,,LOW,3.8,LOW,,,,0.0,1.3,52.0,1,1,Indonesia,IDPUM
Pomako,2022,7,ALL,ALL,2.2,LOW,1.1,LOW,1.8,1.5,-0.1,-4.3,-1.7,-60.7,5,4,Indonesia,IDPMK
Pekanbaru,2022,7,ALL,ALL,1.1,LOW,5.3,LOW,,,,,3.9,278.6,1,1,Indonesia,IDPKU
Panjang,2022,7,ALL,ALL,0.7,LOW,1.6,LOW,1.7,4.8,0.3,75.0,0.6,60.0,35,31,Indonesia,IDPNJ
